0: 36
#43/43:  152 projs and 0 pts added.
PBA: 339 3D pts, 43 cams and 7131 projs...
PBA: 0.765 -> 0.759 (50 LMs in 4.73sec)
#unstable points removed:	50
PBA: 289 3D pts, 43 cams and 6813 projs...
PBA: 0.763 -> 0.759 (27 LMs in 1.84sec)
#unstable points removed:	1
Focal Length : [1711.928]->[1640.523]
Radial Distortion : [-70.468 -> -23]

#############################
#44: [201] sees 2552 (+100) 3D points
Estimated Focal Length [910][4.79N]
# 135 projs (0 pts and 0 merges)
SKIP: 0 cams, 94 points, 300 projs
PBA: 259 3D pts, 20 cams and 6648 projs...
PBA: 1.186 -> 0.777 (5 LMs in 0.20sec)
Focal Length : [910.397]->[1410.138]
Radial Distortion : [-52.710 -> -23]

#############################
#45: [200] sees 2587 (+79) 3D points
Estimated Focal Length [1773][8.96N]
# 130 projs (0 pts and 0 merges)
SKIP: 0 cams, 100 points, 364 projs
PBA: 253 3D pts, 20 cams and 6707 projs...
PBA: 1.435 -> 0.783 (5 LMs in 0.21sec)
Focal Length : [1773.136]->[1596.703]
Radial Distortion : [-67.596 -> -26]

#############################
#46: [199] sees 2528 (+101) 3D points
Estimated Focal Length [966][4.98N]
# 126 projs (0 pts and 0 merges)
SKIP: 0 cams, 103 points, 399 projs
PBA: 250 3D pts, 20 cams and 6798 projs...
PBA: 1.786 -> 0.780 (5 LMs in 0.20sec)
Focal Length : [965.920]->[1503.138]
Radial Distortion : [-59.152 -> -24]

#############################
#47: [198] sees 2380 (+104) 3D points
Estimated Focal Length [1089][5.47N]
# 128 projs (0 pts and 0 merges)
SKIP: 0 cams, 116 points, 574 projs
PBA: 237 3D pts, 20 cams and 6751 projs...
PBA: 1.239 -> 0.789 (5 LMs in 0.21sec)
Focal Length : [1089.251]->[1462.179]
Radial Distortion : [-56.377 -> -26]

#############################
#48: [197] sees 2695 (+94) 3D points
Estimated Focal Length [296][1.51N]
# 119 projs (0 pts and 0 merges)
PBA: 288 3D pts, 48 cams and 7444 projs...
PBA: 1.537 -> 0.791 (100 LMs in 7.73sec)
ERROR: [296.080] --> [1605.120]

#############################
#48: [196] sees 2540 (+81) 3D points
Estimated Focal Length [1111][5.55N]
# 131 projs (0 pts and 0 merges)
SKIP: 0 cams, 116 points, 694 projs
PBA: 237 3D pts, 20 cams and 6881 projs...
PBA: 1.583 -> 0.804 (5 LMs in 0.21sec)
#unstable points removed:	2
Focal Length : [1110.604]->[1904.091]
Radial Distortion : [-103.560 -> -29]

#############################
#49: [195] sees 2574 (+103) 3D points
Estimated Focal Length [1260][6.43N]
# 130 projs (0 pts and 0 merges)
SKIP: 0 cams, 121 points, 651 projs
PBA: 232 3D pts, 20 cams and 6938 projs...
PBA: 1.545 -> 0.811 (5 LMs in 0.21sec)
Focal Length : [1260.458]->[1969.048]
Radial Distortion : [-107.815 -> -27]

#############################
#50: [194] sees 2230 (+115) 3D points
Estimated Focal Length [1198][6.14N]
# 124 projs (0 pts and 0 merges)
SKIP: 0 cams, 122 points, 661 projs
PBA: 231 3D pts, 20 cams and 7036 projs...
PBA: 1.439 -> 0.821 (5 LMs in 0.20sec)
#points w/ large errors:	1
Focal Length : [1198.057]->[1882.903]
Radial Distortion : [-98.586 -> -26]

#############################
#51: [193] sees 2476 (+133) 3D points
Estimated Focal Length [690][3.47N]
# 123 projs (0 pts and 0 merges)
SKIP: 0 cams, 125 points, 721 projs
PBA: 228 3D pts, 20 cams and 7099 projs...
PBA: 1.484 -> 0.849 (5 LMs in 0.20sec)
Focal Length : [690.433]->[1698.209]
Radial Distortion : [-80.619 -> -28]

#############################
#52: [192] sees 2543 (+124) 3D points
Estimated Focal Length [1325][6.52N]
# 119 projs (0 pts and 0 merges)
SKIP: 0 cams, 124 points, 677 projs
PBA: 229 3D pts, 20 cams and 7227 projs...
PBA: 1.403 -> 0.859 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [1324.543]->[1680.625]
Radial Distortion : [-77.874 -> -29]

#############################
#53: [190] sees 2475 (+109) 3D points
Estimated Focal Length [944][4.63N]
# 119 projs (0 pts and 0 merges)
PBA: 284 3D pts, 53 cams and 8002 projs...
PBA: 1.277 -> 0.808 (37 LMs in 2.20sec)
#unstable points removed:	30
Focal Length : [944.424]->[2269.858]
Radial Distortion : [-147.511 -> -31]

#############################
#54: [189] sees 2543 (+122) 3D points
Estimated Focal Length [1411][6.79N]
# 113 projs (0 pts and 0 merges)
SKIP: 0 cams, 128 points, 720 projs
PBA: 225 3D pts, 20 cams and 7395 projs...
PBA: 1.584 -> 0.829 (5 LMs in 0.20sec)

**************************************
#54/54:  120 projs and 0 pts added.
PBA: 253 3D pts, 54 cams and 7827 projs...
PBA: 1.309 -> 0.926 (50 LMs in 3.85sec)
PBA: 253 3D pts, 54 cams and 7827 projs...
PBA: 0.926 -> 0.926 (50 LMs in 4.11sec)
Focal Length : [1411.304]->[1261.008]
Radial Distortion : [-58.139 -> -42]

#############################
#55: [191] sees 2748 (+122) 3D points
Estimated Focal Length [569][2.84N]
# 119 projs (0 pts and 0 merges)
SKIP: 0 cams, 133 points, 493 projs
PBA: 220 3D pts, 20 cams and 7453 projs...
PBA: 1.848 -> 0.964 (5 LMs in 0.22sec)
#points w/ large errors:	1
Focal Length : [568.758]->[1111.495]
Radial Distortion : [-44.708 -> -37]

#############################
#56: [188] sees 2572 (+96) 3D points
Estimated Focal Length [1134][5.78N]
# 94 projs (0 pts and 0 merges)
SKIP: 0 cams, 136 points, 582 projs
PBA: 217 3D pts, 20 cams and 7458 projs...
PBA: 1.483 -> 0.849 (5 LMs in 0.20sec)
Focal Length : [1133.843]->[1128.303]
Radial Distortion : [-48.966 -> -37]

#############################
#57: [186] sees 2503 (+95) 3D points
Estimated Focal Length [1677][8.56N]
# 106 projs (0 pts and 0 merges)
SKIP: 0 cams, 141 points, 660 projs
PBA: 212 3D pts, 20 cams and 7440 projs...
PBA: 1.595 -> 0.858 (5 LMs in 0.20sec)
Focal Length : [1677.479]->[1082.529]
Radial Distortion : [-44.513 -> -36]

#############################
#58: [185] sees 2678 (+101) 3D points
Estimated Focal Length [864][4.34N]
# 93 projs (0 pts and 0 merges)
SKIP: 0 cams, 148 points, 812 projs
PBA: 205 3D pts, 20 cams and 7381 projs...
PBA: 1.582 -> 0.875 (5 LMs in 0.21sec)
Focal Length : [863.696]->[1107.667]
Radial Distortion : [-47.815 -> -38]

#############################
#59: [184] sees 2411 (+104) 3D points
Estimated Focal Length [1420][7.32N]
# 111 projs (0 pts and 0 merges)
PBA: 252 3D pts, 59 cams and 8304 projs...
PBA: 1.727 -> 0.853 (69 LMs in 5.23sec)
Focal Length : [1420.095]->[1933.646]
Radial Distortion : [-121.497 -> -30]

#############################
#60: [187] sees 2925 (+98) 3D points
Estimated Focal Length [1894][9.72N]
# 170 projs (0 pts and 0 merges)
SKIP: 0 cams, 154 points, 955 projs
PBA: 199 3D pts, 20 cams and 7519 projs...
PBA: 1.299 -> 0.846 (5 LMs in 0.21sec)
Focal Length : [1894.492]->[1454.196]
Radial Distortion : [-65.913 -> -29]

#############################
#61: [183] sees 2698 (+95) 3D points
Estimated Focal Length [284][1.42N]
# 96 projs (0 pts and 0 merges)
SKIP: 0 cams, 155 points, 993 projs
PBA: 198 3D pts, 20 cams and 7577 projs...
PBA: 1.522 -> 0.853 (5 LMs in 0.20sec)
Focal Length : [284.220]->[976.141]
Radial Distortion : [-30.383 -> -32]

#############################
#62: [182] sees 2513 (+120) 3D points
Estimated Focal Length [1179][5.75N]
# 128 projs (0 pts and 0 merges)
SKIP: 0 cams, 156 points, 1022 projs
PBA: 197 3D pts, 20 cams and 7676 projs...
PBA: 1.355 -> 0.878 (5 LMs in 0.20sec)
Focal Length : [1179.200]->[1817.070]
Radial Distortion : [-106.987 -> -35]

#############################
#63: [181] sees 2814 (+119) 3D points
Estimated Focal Length [1654][7.99N]
# 114 projs (0 pts and 0 merges)
SKIP: 0 cams, 154 points, 981 projs
PBA: 199 3D pts, 20 cams and 7831 projs...
PBA: 1.654 -> 0.897 (5 LMs in 0.22sec)
Focal Length : [1653.528]->[1715.447]
Radial Distortion : [-94.848 -> -36]

#############################
#64: [180] sees 2897 (+105) 3D points
Estimated Focal Length [770][3.85N]
# 115 projs (0 pts and 0 merges)
PBA: 252 3D pts, 64 cams and 8927 projs...
PBA: 1.334 -> 0.899 (58 LMs in 3.52sec)
Focal Length : [770.034]->[2235.363]
Radial Distortion : [-166.150 -> -34]

#############################
#65: [179] sees 2543 (+103) 3D points
Estimated Focal Length [225][1.16N]
# 98 projs (0 pts and 0 merges)
SKIP: 0 cams, 158 points, 1039 projs
PBA: 195 3D pts, 20 cams and 7986 projs...
PBA: 1.898 -> 0.924 (5 LMs in 0.21sec)
Focal Length : [224.647]->[923.726]
Radial Distortion : [-28.114 -> -31]

#############################
#66: [178] sees 2647 (+108) 3D points
Estimated Focal Length [531][2.70N]
# 92 projs (0 pts and 0 merges)
SKIP: 0 cams, 158 points, 1049 projs
PBA: 195 3D pts, 20 cams and 8068 projs...
PBA: 1.495 -> 0.971 (5 LMs in 0.23sec)
Focal Length : [531.382]->[1838.268]
Radial Distortion : [-110.744 -> -31]

#############################
#67: [177] sees 2524 (+122) 3D points
Estimated Focal Length [822][4.09N]
# 105 projs (0 pts and 0 merges)
SKIP: 0 cams, 165 points, 1253 projs
PBA: 188 3D pts, 20 cams and 7969 projs...
PBA: 1.648 -> 0.968 (5 LMs in 0.21sec)
Focal Length : [822.323]->[1901.908]
Radial Distortion : [-118.853 -> -33]

#############################
#68: [176] sees 2350 (+103) 3D points
Estimated Focal Length [1154][5.69N]
# 107 projs (0 pts and 0 merges)
SKIP: 0 cams, 166 points, 1295 projs
PBA: 187 3D pts, 20 cams and 8034 projs...
PBA: 1.482 -> 1.023 (5 LMs in 0.20sec)
#points w/ large errors:	1

**************************************
#68/68:  124 projs and 0 pts added.
PBA: 251 3D pts, 68 cams and 9323 projs...
PBA: 1.054 -> 1.034 (37 LMs in 1.90sec)
ERROR: images #140 has bad focal lengths
ERROR: images #141 has bad focal lengths
ERROR: images #142 has bad focal lengths
PBA: 251 3D pts, 65 cams and 9029 projs...
PBA: 0.953 -> 0.939 (43 LMs in 3.25sec)

#############################
#66: [175] sees 2198 (+101) 3D points
Estimated Focal Length [424][2.07N]
# 92 projs (0 pts and 0 merges)
SKIP: 0 cams, 157 points, 1055 projs
PBA: 196 3D pts, 20 cams and 8066 projs...
PBA: 1.631 -> 0.992 (5 LMs in 0.20sec)
Focal Length : [423.817]->[1209.204]
Radial Distortion : [-48.797 -> -36]

#############################
#67: [174] sees 2400 (+114) 3D points
Estimated Focal Length [478][2.40N]
# 90 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 1229 projs
PBA: 190 3D pts, 20 cams and 7982 projs...
PBA: 1.747 -> 1.014 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [477.706]->[599.514]
Radial Distortion : [-12.658 -> -35]

#############################
#68: [172] sees 2054 (+109) 3D points
Estimated Focal Length [672][3.39N]
# 119 projs (0 pts and 0 merges)
SKIP: 0 cams, 166 points, 1325 projs
PBA: 187 3D pts, 20 cams and 8005 projs...
PBA: 1.801 -> 1.029 (5 LMs in 0.20sec)
Focal Length : [671.942]->[1901.447]
Radial Distortion : [-130.145 -> -35]

#############################
#69: [173] sees 2041 (+122) 3D points
Estimated Focal Length [1575][7.57N]
# 94 projs (0 pts and 0 merges)
SKIP: 0 cams, 167 points, 1331 projs
PBA: 186 3D pts, 20 cams and 8065 projs...
PBA: 1.701 -> 1.079 (5 LMs in 0.21sec)
Focal Length : [1575.251]->[2944.038]
Radial Distortion : [-308.386 -> -41]

#############################
#70: [171] sees 2698 (+84) 3D points
Estimated Focal Length [708][3.69N]
# 89 projs (0 pts and 0 merges)
PBA: 250 3D pts, 70 cams and 9485 projs...
PBA: 1.567 -> 1.055 (61 LMs in 4.10sec)
ERROR: [708.218] --> [3378203.000]

#############################
#70: [169] sees 2068 (+86) 3D points
Estimated Focal Length [465][2.32N]
# 86 projs (0 pts and 0 merges)
SKIP: 0 cams, 166 points, 1392 projs
PBA: 187 3D pts, 20 cams and 8179 projs...
PBA: 1.774 -> 1.113 (5 LMs in 0.21sec)
ERROR: images #137 has bad focal lengths
ERROR: images #136 has bad focal lengths
ERROR: images #139 has bad focal lengths
ERROR: images #146 has bad focal lengths
ERROR: images #148 has bad focal lengths
ERROR: images #155 has bad focal lengths
ERROR: images #153 has bad focal lengths
ERROR: images #171 has bad focal lengths
ERROR: images #173 has bad focal lengths
ERROR: images #182 has bad focal lengths
Focal Length : [464.800]->[1182.007]
Radial Distortion : [-52.532 -> -38]

#############################
#61: [170] sees 1831 (+111) 3D points
Estimated Focal Length [838][4.41N]
# 111 projs (0 pts and 0 merges)
SKIP: 0 cams, 158 points, 2119 projs
PBA: 195 3D pts, 20 cams and 7478 projs...
PBA: 1.606 -> 1.041 (5 LMs in 0.20sec)
Focal Length : [837.891]->[1920.131]
Radial Distortion : [-142.981 -> -34]

#############################
#62: [168] sees 1777 (+101) 3D points
Estimated Focal Length [1944][9.77N]
# 99 projs (0 pts and 0 merges)
SKIP: 0 cams, 158 points, 936 projs
PBA: 195 3D pts, 20 cams and 7581 projs...
PBA: 1.613 -> 1.085 (5 LMs in 0.20sec)
Focal Length : [1943.953]->[2637.926]
Radial Distortion : [-258.986 -> -37]

#############################
#63: [167] sees 1778 (+94) 3D points
Estimated Focal Length [1068][5.56N]
# 95 projs (0 pts and 0 merges)
SKIP: 0 cams, 157 points, 928 projs
PBA: 196 3D pts, 20 cams and 7684 projs...
PBA: 1.820 -> 1.137 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [1068.103]->[1385.480]
Radial Distortion : [-70.578 -> -33]

#############################
#64: [166] sees 1731 (+102) 3D points
Estimated Focal Length [280][1.45N]
# 83 projs (0 pts and 0 merges)
SKIP: 0 cams, 163 points, 1090 projs
PBA: 190 3D pts, 20 cams and 7605 projs...
PBA: 1.814 -> 1.131 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [280.403]->[1046.675]
Radial Distortion : [-42.124 -> -35]

#############################
#65: [165] sees 1811 (+108) 3D points
Estimated Focal Length [812][4.14N]
# 84 projs (0 pts and 0 merges)
SKIP: 0 cams, 164 points, 1114 projs
PBA: 189 3D pts, 20 cams and 7645 projs...
PBA: 1.870 -> 1.116 (5 LMs in 0.20sec)
Focal Length : [811.790]->[2222.778]
Radial Distortion : [-196.657 -> -38]

#############################
#66: [164] sees 1777 (+106) 3D points
Estimated Focal Length [354][1.84N]
# 91 projs (0 pts and 0 merges)
SKIP: 0 cams, 164 points, 1075 projs
PBA: 189 3D pts, 20 cams and 7738 projs...
PBA: 1.827 -> 1.144 (5 LMs in 0.22sec)
Focal Length : [353.894]->[1530.285]
Radial Distortion : [-89.587 -> -34]

#############################
#67: [163] sees 1882 (+97) 3D points
Estimated Focal Length [566][3.04N]
# 96 projs (0 pts and 0 merges)
SKIP: 0 cams, 164 points, 1075 projs
PBA: 189 3D pts, 20 cams and 7834 projs...
PBA: 1.689 -> 1.166 (5 LMs in 0.20sec)
Focal Length : [565.570]->[1692.523]
Radial Distortion : [-114.076 -> -33]

#############################
#68: [162] sees 1878 (+91) 3D points
Estimated Focal Length [1102][5.99N]
# 97 projs (0 pts and 0 merges)
SKIP: 0 cams, 165 points, 1100 projs
PBA: 188 3D pts, 20 cams and 7906 projs...
PBA: 1.893 -> 1.221 (5 LMs in 0.21sec)
Focal Length : [1102.295]->[1990.523]
Radial Distortion : [-155.128 -> -31]

#############################
#69: [161] sees 1669 (+90) 3D points
Estimated Focal Length [1053][5.69N]
# 93 projs (0 pts and 0 merges)
SKIP: 0 cams, 165 points, 1100 projs
PBA: 188 3D pts, 20 cams and 7999 projs...
PBA: 2.024 -> 1.234 (5 LMs in 0.20sec)
ERROR: images #129 has bad focal lengths
Focal Length : [1052.856]->[1554.484]
Radial Distortion : [-95.002 -> -31]

#############################
#69: [160] sees 1645 (+98) 3D points
Estimated Focal Length [164][0.87N]
# 67 projs (0 pts and 0 merges)
SKIP: 0 cams, 165 points, 1188 projs
PBA: 188 3D pts, 20 cams and 7978 projs...
PBA: 1.705 -> 1.274 (5 LMs in 0.22sec)
Focal Length : [163.716]->[495.832]
Radial Distortion : [-9.601 -> -33]

#############################
#70: [158] sees 1412 (+105) 3D points
Estimated Focal Length [260][1.33N]
# 96 projs (0 pts and 0 merges)
SKIP: 0 cams, 167 points, 1168 projs
PBA: 186 3D pts, 20 cams and 8006 projs...
PBA: 2.329 -> 1.381 (5 LMs in 0.20sec)
#points w/ large errors:	1
ERROR: images #145 has bad focal lengths
Focal Length : [260.318]->[1211.334]
Radial Distortion : [-54.283 -> -35]

#############################
#70: [159] sees 1530 (+113) 3D points
Estimated Focal Length [1634][8.55N]
# 97 projs (0 pts and 0 merges)
SKIP: 0 cams, 168 points, 1323 projs
PBA: 185 3D pts, 20 cams and 7948 projs...
PBA: 1.996 -> 1.414 (5 LMs in 0.21sec)
#points w/ large errors:	1
ERROR: images #147 has bad focal lengths
Focal Length : [1633.977]->[1047.874]
Radial Distortion : [-43.331 -> -34]

#############################
#70: [157] sees 1710 (+105) 3D points
Estimated Focal Length [948][5.04N]
# 98 projs (0 pts and 0 merges)
SKIP: 0 cams, 168 points, 1295 projs
PBA: 185 3D pts, 20 cams and 7919 projs...
PBA: 2.034 -> 1.418 (5 LMs in 0.22sec)
#points w/ large errors:	1
ERROR: images #122 has bad focal lengths
Focal Length : [948.348]->[1960.168]
Radial Distortion : [-146.547 -> -32]

#############################
#70: [156] sees 1466 (+111) 3D points
Estimated Focal Length [261][1.42N]
# 75 projs (0 pts and 0 merges)
SKIP: 0 cams, 170 points, 1288 projs
PBA: 183 3D pts, 20 cams and 7858 projs...
PBA: 1.949 -> 1.369 (5 LMs in 0.20sec)
#points w/ large errors:	1
Focal Length : [261.410]->[834.309]
Radial Distortion : [-26.680 -> -30]

#############################
#71: [148] sees 1288 (+88) 3D points
Estimated Focal Length [1742][9.47N]
# 95 projs (0 pts and 0 merges)
SKIP: 0 cams, 171 points, 1229 projs
PBA: 182 3D pts, 20 cams and 7889 projs...
PBA: 1.911 -> 1.336 (5 LMs in 0.20sec)
Focal Length : [1741.783]->[2637.990]
Radial Distortion : [-263.384 -> -30]

#############################
#72: [149] sees 1349 (+105) 3D points
Estimated Focal Length [503][2.78N]
# 81 projs (0 pts and 0 merges)
SKIP: 0 cams, 171 points, 1165 projs
PBA: 182 3D pts, 20 cams and 7970 projs...
PBA: 1.933 -> 1.340 (5 LMs in 0.21sec)
#points w/ large errors:	1
Focal Length : [503.084]->[1261.225]
Radial Distortion : [-60.294 -> -28]

#############################
#73: [150] sees 1180 (+110) 3D points
Estimated Focal Length [608][3.31N]
# 89 projs (0 pts and 0 merges)
SKIP: 0 cams, 177 points, 1299 projs
PBA: 176 3D pts, 20 cams and 7925 projs...
PBA: 1.852 -> 1.246 (5 LMs in 0.22sec)
Focal Length : [608.325]->[1865.533]
Radial Distortion : [-129.971 -> -30]

#############################
#74: [152] sees 1719 (+105) 3D points
Estimated Focal Length [1446][7.77N]
# 122 projs (0 pts and 0 merges)
SKIP: 0 cams, 183 points, 1475 projs
PBA: 170 3D pts, 20 cams and 7822 projs...
PBA: 1.849 -> 1.279 (5 LMs in 0.20sec)
Focal Length : [1445.922]->[3032.149]
Radial Distortion : [-350.073 -> -31]

#############################
#75: [151] sees 1444 (+106) 3D points
Estimated Focal Length [698][3.82N]
# 79 projs (0 pts and 0 merges)
PBA: 243 3D pts, 75 cams and 9376 projs...
